  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 8135                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.000   0.0185   0.23393   0.23091  -0.0626   0.9881   0.0221
 -22.500   0.1313   0.21117   0.20823  -0.0816   0.9763   0.0226
 -22.000   0.1681   0.20501   0.20210  -0.0876   0.9699   0.0228
 -21.500   0.2025   0.19907   0.19617  -0.0935   0.9626   0.0232
 -21.000   0.2214   0.19447   0.19159  -0.0953   0.9481   0.0238
 -20.500   0.2427   0.18940   0.18648  -0.0979   0.9329   0.0246
 -20.000   0.2593   0.18466   0.18173  -0.0996   0.9151   0.0257
 -19.500   0.2753   0.17939   0.17638  -0.1020   0.8971   0.0274
 -19.000   0.2854   0.17386   0.17076  -0.1054   0.8770   0.0280
 -18.500   0.2976   0.16825   0.16506  -0.1085   0.8571   0.0281
 -18.000   0.3101   0.16250   0.15917  -0.1114   0.8355   0.0282
 -17.500   0.3230   0.15645   0.15304  -0.1147   0.8163   0.0282
 -17.000   0.3338   0.15018   0.14659  -0.1178   0.7927   0.0283
 -16.500   0.3463   0.14364   0.14000  -0.1211   0.7752   0.0283
 -16.000   0.3573   0.13687   0.13306  -0.1242   0.7538   0.0283
 -15.500   0.3658   0.12902   0.12519  -0.1282   0.7399   0.0283
