  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 7635                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     0.452 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
 -24.000   0.1519   0.20728   0.20354  -0.1608   0.9450   0.0758
 -23.500   0.1823   0.20415   0.20040  -0.1648   0.9404   0.0772
 -23.000   0.2074   0.20004   0.19627  -0.1688   0.9361   0.0802
 -21.000   0.2560   0.17545   0.17156  -0.1834   0.9173   0.0857
 -20.500   0.2847   0.17239   0.16849  -0.1864   0.9122   0.0871
 -20.000   0.2913   0.16511   0.16115  -0.1898   0.9072   0.0873
 -19.500   0.3019   0.15868   0.15465  -0.1931   0.9024   0.0887
 -19.000  -0.0539   0.10115   0.09659  -0.2037   0.8989   0.1189
 -18.500   0.0017   0.10196   0.09746  -0.2054   0.8938   0.1197
 -18.000   0.0551   0.10251   0.09808  -0.2069   0.8899   0.1203
 -17.500   0.1112   0.10329   0.09890  -0.2087   0.8850   0.1205
 -17.000   0.1585   0.10286   0.09849  -0.2108   0.8802   0.1213
